work_id,mp_name,district,block,village,category,description,sanctioned_cost_lakh,sanction_year,status,is_seeded_duplicate,duplicate_of
MPLAD-2021-100016,MP_30,Murshidabad,Karimpur-II,Jaguli,Electrification,"Providing LED high mast lighting at Jaguli market area under MPLADS, Ward No. 14, Karimpur-II block, Murshidabad district",32.8,2021,Completed,False,
MPLAD-2019-100546,MP_11,Purulia,Nakashipara,Bahirgachi,Road,"Improvement and metalling of village approach road at Bahirgachi, Nakashipara under MPLADS, Ward No. 14, Nakashipara block, Purulia district",15.76,2019,Sanctioned,False,
MPLAD-2019-100658,MP_34,Jalpaiguri,Karimpur-II,Rautari,Irrigation,"Re-excavation of village pond for irrigation at Rautari under MPLADS, Ward No. 18, Karimpur-II block, Jalpaiguri district",14.71,2019,Ongoing,False,
MPLAD-DUP-200013,MP_02,Jalpaiguri,Haringhata,Nokari,Education,"Supply of benches and desks to Nokari High School under MPLADS under MPLADS, Ward No. 4, Haringhata block, Jalpaiguri district",26.96,2025,Completed,True,MPLAD-2025-100895
MPLAD-2023-101019,MP_10,Bankura,Ranaghat-I,Dhantala,Irrigation,"Re-excavation of village pond for irrigation at Dhantala under MPLADS, Ward No. 12, Ranaghat-I block, Bankura district",32.44,2023,Completed,False,
MPLAD-2022-101088,MP_13,Bardhaman,Nakashipara,Subarnapur,Education,"Supply of benches and desks to Subarnapur High School under MPLADS under MPLADS, Ward No. 5, Nakashipara block, Bardhaman district",33.77,2022,Completed,False,
MPLAD-2019-100959,MP_33,Birbhum,Ranaghat-I,Aistala,Road,"Improvement and metalling of village approach road at Aistala, Ranaghat-I under MPLADS, Ward No. 10, Ranaghat-I block, Birbhum district",28.7,2019,Completed,False,
MPLAD-DUP-200021,MP_38,Jalpaiguri,Kaliganj,Mamjoan,Electrification,"Providing LED high mast lighting at Mamjoan market area under MPLADS, Ward No. 16, Kaliganj block, Jalpaiguri district",9.31,2020,Completed,True,MPLAD-2019-100637
MPLAD-2022-100283,MP_37,Murshidabad,Haringhata,Debagram,Electrification,"Installation of 5 solar street lights at Debagram, Haringhata under MPLADS, Ward No. 19, Haringhata block, Murshidabad district",12.72,2022,Ongoing,False,
MPLAD-2025-100797,MP_28,Malda,Krishnanagar-II,Subarnapur,Electrification,"Providing LED high mast lighting at Subarnapur market area under MPLADS, Ward No. 14, Krishnanagar-II block, Malda district",32.68,2025,Sanctioned,False,
MPLAD-2020-100225,MP_35,Bardhaman,Haringhata,Kalinagar,Electrification,"Providing LED high mast lighting at Kalinagar market area under MPLADS, Ward No. 2, Haringhata block, Bardhaman district",40.21,2020,Completed,False,
MPLAD-2024-100026,MP_15,Purulia,Krishnanagar-II,Dhantala,Road,"Improvement and metalling of village approach road at Dhantala, Krishnanagar-II under MPLADS, Ward No. 1, Krishnanagar-II block, Purulia district",5.61,2024,Ongoing,False,
MPLAD-2022-100437,MP_35,Bardhaman,Chakdaha,Jaguli,Health,"Supply of ambulance to Chakdaha Rural Hospital under MPLADS under MPLADS, Ward No. 20, Chakdaha block, Bardhaman district",17.77,2022,Completed,False,
MPLAD-DUP-200060,MP_09,Bankura,Krishnanagar-II,Jaguli,Community,"Building of community hall with toilet block at Jaguli under MPLADS, Ward No. 8, Krishnanagar-II block, Bankura district",41.43,2021,Completed,True,MPLAD-2020-100519
MPLAD-2024-100229,MP_11,Jalpaiguri,Krishnanagar-II,Rautari,Irrigation,"Re-excavation of village pond for irrigation at Rautari under MPLADS, Ward No. 24, Krishnanagar-II block, Jalpaiguri district",20.2,2024,Completed,False,
MPLAD-2021-100037,MP_06,Purulia,Santipur,Fatepur,Health,"Supply of ambulance to Santipur Rural Hospital under MPLADS under MPLADS, Ward No. 5, Santipur block, Purulia district",41.56,2021,Completed,False,
MPLAD-2019-100749,MP_08,Bardhaman,Hanskhali,Mamjoan,Sports,"Development of playground with boundary fencing at Mamjoan under MPLADS, Ward No. 21, Hanskhali block, Bardhaman district",5.98,2019,Ongoing,False,
MPLAD-2021-101045,MP_13,Hooghly,Karimpur-II,Muragachha,Sanitation,"Construction of 1 community sanitary complex at Muragachha under MPLADS, Ward No. 1, Karimpur-II block, Hooghly district",3.57,2021,Completed,False,
MPLAD-2019-100469,MP_17,Nadia,Haringhata,Fatepur,Road,"Improvement and metalling of village approach road at Fatepur, Haringhata under MPLADS, Ward No. 21, Haringhata block, Nadia district",5.42,2019,Completed,False,
MPLAD-2023-101159,MP_14,Malda,Hanskhali,Nokari,Water,"Installation of 2 deep tube wells with submersible pump at Nokari under MPLADS, Ward No. 18, Hanskhali block, Malda district",18.78,2023,Ongoing,False,
MPLAD-DUP-200074,MP_39,Howrah,Nakashipara,Mamjoan,Sanitation,"Building of 1 community sanitary complex at Mamjoan under MPLADS, Ward No. 3, Nakashipara block, Howrah district",9.16,2023,Ongoing,True,MPLAD-2022-100395
MPLAD-2020-100687,MP_37,Purulia,Haringhata,Barasat,Health,"Construction of waiting shed at Barasat Sub-Centre under MPLADS, Ward No. 5, Haringhata block, Purulia district",20.12,2020,Completed,False,
MPLAD-2020-101191,MP_23,Hooghly,Ranaghat-I,Mamjoan,Education,"Supply of benches and desks to Mamjoan High School under MPLADS under MPLADS, Ward No. 10, Ranaghat-I block, Hooghly district",30.72,2020,Completed,False,
MPLAD-2021-100639,MP_10,Nadia,Hanskhali,Barasat,Road,"Improvement and metalling of village approach road at Barasat, Hanskhali under MPLADS, Ward No. 3, Hanskhali block, Nadia district",37.54,2021,Sanctioned,False,
MPLAD-DUP-200085,MP_37,Jalpaiguri,Karimpur-II,Dhantala,Sports,"Development of playground with boundary fencing at Dhantala under MPLADS, Ward No. 3, Karimpur-II block, Jalpaiguri district",34.49,2024,Completed,True,MPLAD-2023-100564
MPLAD-2025-101084,MP_33,Birbhum,Santipur,Mamjoan,Community,"Construction of community hall with toilet block at Mamjoan under MPLADS, Ward No. 1, Santipur block, Birbhum district",36.79,2025,Completed,False,
MPLAD-2020-101177,MP_15,Murshidabad,Karimpur-II,Bahirgachi,Community,"Construction of community hall with toilet block at Bahirgachi under MPLADS, Ward No. 1, Karimpur-II block, Murshidabad district",42.56,2020,Completed,False,
MPLAD-2021-100800,MP_22,Purulia,Krishnanagar-II,Nokari,Irrigation,"Re-excavation of village pond for irrigation at Nokari under MPLADS, Ward No. 7, Krishnanagar-II block, Purulia district",25.71,2021,Completed,False,
MPLAD-2025-100160,MP_17,Birbhum,Krishnanagar-II,Nokari,Water,"Construction of overhead water reservoir of 5000 litre capacity at Nokari under MPLADS, Ward No. 18, Krishnanagar-II block, Birbhum district",25.52,2025,Completed,False,
MPLAD-2023-100956,MP_14,Jalpaiguri,Karimpur-II,Debagram,Water,"Installation of 1 deep tube wells with submersible pump at Debagram under MPLADS, Ward No. 9, Karimpur-II block, Jalpaiguri district",6.86,2023,Ongoing,False,
MPLAD-2021-100821,MP_15,Howrah,Krishnanagar-II,Bhatjangla,Irrigation,"Re-excavation of village pond for irrigation at Bhatjangla under MPLADS, Ward No. 2, Krishnanagar-II block, Howrah district",34.55,2021,Ongoing,False,
MPLAD-2022-101102,MP_30,Bardhaman,Kaliganj,Bahirgachi,Water,"Construction of overhead water reservoir of 2000 litre capacity at Bahirgachi under MPLADS, Ward No. 1, Kaliganj block, Bardhaman district",20.54,2022,Completed,False,
MPLAD-2021-100877,MP_25,Bankura,Tehatta-I,Fatepur,Water,"Installation of 7 deep tube wells with submersible pump at Fatepur under MPLADS, Ward No. 19, Tehatta-I block, Bankura district",28.13,2021,Ongoing,False,
MPLAD-2022-100913,MP_30,Birbhum,Hanskhali,Dhantala,Sanitation,"Construction of 4 community sanitary complex at Dhantala under MPLADS, Ward No. 5, Hanskhali block, Birbhum district",36.0,2022,Completed,False,
MPLAD-2024-100152,MP_01,Murshidabad,Kaliganj,Bhatjangla,Road,"Construction of 809 m concrete road from Subarnapur to Jaguli at Bhatjangla under MPLADS, Ward No. 13, Kaliganj block, Murshidabad district",18.9,2024,Ongoing,False,
MPLAD-2022-101186,MP_27,Bardhaman,Nakashipara,Mamjoan,Irrigation,"Re-excavation of village pond for irrigation at Mamjoan under MPLADS, Ward No. 19, Nakashipara block, Bardhaman district",30.53,2022,Completed,False,
MPLAD-2024-100509,MP_19,Hooghly,Chakdaha,Bhatjangla,Sports,"Development of playground with boundary fencing at Bhatjangla under MPLADS, Ward No. 8, Chakdaha block, Hooghly district",37.92,2024,Completed,False,
MPLAD-2023-101089,MP_36,Hooghly,Hanskhali,Mamjoan,Electrification,"Providing LED high mast lighting at Mamjoan market area under MPLADS, Ward No. 9, Hanskhali block, Hooghly district",3.63,2023,Ongoing,False,
MPLAD-2024-100103,MP_02,Bankura,Haringhata,Bahirgachi,Irrigation,"Re-excavation of village pond for irrigation at Bahirgachi under MPLADS, Ward No. 23, Haringhata block, Bankura district",12.2,2024,Completed,False,
MPLAD-2024-100586,MP_28,Purulia,Krishnanagar-II,Dhantala,Health,"Construction of waiting shed at Dhantala Sub-Centre under MPLADS, Ward No. 8, Krishnanagar-II block, Purulia district",33.16,2024,Sanctioned,False,
MPLAD-2020-101149,MP_39,Bankura,Krishnanagar-II,Muragachha,Sports,"Development of playground with boundary fencing at Muragachha under MPLADS, Ward No. 19, Krishnanagar-II block, Bankura district",25.41,2020,Ongoing,False,
MPLAD-2023-100053,MP_06,Bardhaman,Kaliganj,Panchberia,Electrification,"Installation of 3 solar street lights at Panchberia, Kaliganj under MPLADS, Ward No. 13, Kaliganj block, Bardhaman district",42.22,2023,Completed,False,
MPLAD-2023-100151,MP_24,Bardhaman,Hanskhali,Jaguli,Community,"Construction of community hall with toilet block at Jaguli under MPLADS, Ward No. 14, Hanskhali block, Bardhaman district",12.6,2023,Ongoing,False,
MPLAD-2023-100403,MP_29,Birbhum,Tehatta-I,Bahirgachi,Electrification,"Providing LED high mast lighting at Bahirgachi market area under MPLADS, Ward No. 22, Tehatta-I block, Birbhum district",21.74,2023,Completed,False,
MPLAD-2023-100207,MP_38,Bardhaman,Nakashipara,Debagram,Community,"Construction of community hall with toilet block at Debagram under MPLADS, Ward No. 21, Nakashipara block, Bardhaman district",16.63,2023,Completed,False,
MPLAD-DUP-200027,MP_18,Purulia,Kaliganj,Mamjoan,Education,"Procurement and supply of benches and desks to Mamjoan High School under MPLADS under MPLADS, Ward No. 15, Kaliganj block, Purulia district",53.41,2025,Completed,True,MPLAD-2025-100482
MPLAD-2020-100008,MP_27,Bankura,Nakashipara,Jaguli,Sanitation,"Construction of 2 community sanitary complex at Jaguli under MPLADS, Ward No. 1, Nakashipara block, Bankura district",21.99,2020,Completed,False,
MPLAD-2025-101014,MP_23,Bardhaman,Kaliganj,Bahirgachi,Road,"Improvement and metalling of village approach road at Bahirgachi, Kaliganj under MPLADS, Ward No. 21, Kaliganj block, Bardhaman district",4.21,2025,Completed,False,
MPLAD-2022-101060,MP_30,Hooghly,Nakashipara,Fatepur,Water,"Installation of 6 deep tube wells with submersible pump at Fatepur under MPLADS, Ward No. 4, Nakashipara block, Hooghly district",9.62,2022,Sanctioned,False,
MPLAD-2023-100452,MP_03,Birbhum,Ranaghat-I,Subarnapur,Road,"Improvement and metalling of village approach road at Subarnapur, Ranaghat-I under MPLADS, Ward No. 6, Ranaghat-I block, Birbhum district",27.78,2023,Sanctioned,False,
MPLAD-2020-100253,MP_21,Malda,Ranaghat-I,Aistala,Road,"Improvement and metalling of village approach road at Aistala, Ranaghat-I under MPLADS, Ward No. 10, Ranaghat-I block, Malda district",32.5,2020,Completed,False,
MPLAD-2019-100896,MP_09,Purulia,Karimpur-II,Bahirgachi,Electrification,"Installation of 4 solar street lights at Bahirgachi, Karimpur-II under MPLADS, Ward No. 2, Karimpur-II block, Purulia district",30.05,2019,Ongoing,False,
MPLAD-2019-101134,MP_27,Bardhaman,Ranaghat-I,Aistala,Road,"Construction of 426 m concrete road from Panchberia to Nokari at Aistala under MPLADS, Ward No. 24, Ranaghat-I block, Bardhaman district",23.84,2019,Completed,False,
MPLAD-2024-100880,MP_35,Birbhum,Ranaghat-I,Jaguli,Water,"Installation of 2 deep tube wells with submersible pump at Jaguli under MPLADS, Ward No. 23, Ranaghat-I block, Birbhum district",29.88,2024,Completed,False,
MPLAD-DUP-200025,MP_39,Hooghly,Haringhata,Fatepur,Education,"Procurement and supply of benches and desks to Fatepur High School under MPLADS under MPLADS, Ward No. 2, Haringhata block, Hooghly district",9.0,2021,Ongoing,True,MPLAD-2020-100169
MPLAD-2019-100623,MP_05,Purulia,Hanskhali,Aistala,Community,"Construction of community hall with toilet block at Aistala under MPLADS, Ward No. 22, Hanskhali block, Purulia district",22.18,2019,Completed,False,
MPLAD-2021-100345,MP_37,Hooghly,Santipur,Rautari,Education,"Supply of benches and desks to Rautari High School under MPLADS under MPLADS, Ward No. 24, Santipur block, Hooghly district",6.89,2021,Completed,False,
MPLAD-2021-101115,MP_02,Birbhum,Nakashipara,Kalinagar,Community,"Construction of community hall with toilet block at Kalinagar under MPLADS, Ward No. 17, Nakashipara block, Birbhum district",7.28,2021,Completed,False,
MPLAD-2022-100262,MP_31,Bardhaman,Haringhata,Nokari,Health,"Construction of waiting shed at Nokari Sub-Centre under MPLADS, Ward No. 15, Haringhata block, Bardhaman district",33.41,2022,Completed,False,
MPLAD-2022-100150,MP_12,Birbhum,Haringhata,Nokari,Sports,"Development of playground with boundary fencing at Nokari under MPLADS, Ward No. 21, Haringhata block, Birbhum district",30.85,2022,Sanctioned,False,
MPLAD-2022-100472,MP_24,Malda,Santipur,Bahirgachi,Road,"Improvement and metalling of village approach road at Bahirgachi, Santipur under MPLADS, Ward No. 23, Santipur block, Malda district",4.61,2022,Sanctioned,False,
MPLAD-2022-100640,MP_34,Bankura,Karimpur-II,Aistala,Health,"Construction of waiting shed at Aistala Sub-Centre under MPLADS, Ward No. 21, Karimpur-II block, Bankura district",13.69,2022,Ongoing,False,
MPLAD-DUP-200084,MP_23,Malda,Ranaghat-I,Panchberia,Electrification,"Setting up of 7 solar-powered street lamps at Panchberia, Ranaghat-I under MPLADS, Ward No. 7, Ranaghat-I block, Malda district",6.12,2021,Completed,True,MPLAD-2020-100806
MPLAD-DUP-200022,MP_39,Jalpaiguri,Santipur,Subarnapur,Sanitation,"Building of 8 community sanitary complex at Subarnapur under MPLADS, Ward No. 23, Santipur block, Jalpaiguri district",15.51,2020,Completed,True,MPLAD-2019-100756
MPLAD-2023-100550,MP_24,Bankura,Nakashipara,Dhantala,Health,"Supply of ambulance to Nakashipara Rural Hospital under MPLADS under MPLADS, Ward No. 23, Nakashipara block, Bankura district",11.07,2023,Ongoing,False,
MPLAD-2023-100928,MP_36,Bankura,Chakdaha,Barasat,Electrification,"Installation of 2 solar street lights at Barasat, Chakdaha under MPLADS, Ward No. 5, Chakdaha block, Bankura district",15.72,2023,Completed,False,
MPLAD-2024-100488,MP_34,Birbhum,Ranaghat-I,Kalinagar,Health,"Construction of waiting shed at Kalinagar Sub-Centre under MPLADS, Ward No. 18, Ranaghat-I block, Birbhum district",16.39,2024,Ongoing,False,
MPLAD-2020-101170,MP_36,Birbhum,Hanskhali,Debagram,Water,"Installation of 6 deep tube wells with submersible pump at Debagram under MPLADS, Ward No. 2, Hanskhali block, Birbhum district",24.08,2020,Ongoing,False,
MPLAD-2025-100146,MP_37,Howrah,Krishnanagar-II,Barasat,Education,"Construction of additional classroom block at Barasat Primary School under MPLADS, Ward No. 19, Krishnanagar-II block, Howrah district",17.44,2025,Ongoing,False,
MPLAD-2022-100402,MP_17,Nadia,Krishnanagar-II,Jaguli,Health,"Construction of waiting shed at Jaguli Sub-Centre under MPLADS, Ward No. 13, Krishnanagar-II block, Nadia district",41.66,2022,Completed,False,
MPLAD-2021-100954,MP_24,Nadia,Haringhata,Mamjoan,Electrification,"Installation of 2 solar street lights at Mamjoan, Haringhata under MPLADS, Ward No. 15, Haringhata block, Nadia district",37.37,2021,Completed,False,
MPLAD-DUP-200017,MP_12,Bardhaman,Chakdaha,Dhantala,Community,"Renovation of crematorium boundary wall at Dhantala under MPLADS, Ward No. 5, Chakdaha block, Bardhaman district",27.87,2022,Ongoing,True,MPLAD-2021-100100
MPLAD-2020-100659,MP_22,Bankura,Karimpur-II,Dhantala,Electrification,"Providing LED high mast lighting at Dhantala market area under MPLADS, Ward No. 14, Karimpur-II block, Bankura district",20.93,2020,Completed,False,
MPLAD-2020-100463,MP_22,Purulia,Kaliganj,Muragachha,Irrigation,"Re-excavation of village pond for irrigation at Muragachha under MPLADS, Ward No. 19, Kaliganj block, Purulia district",16.53,2020,Ongoing,False,
MPLAD-2023-100186,MP_24,Malda,Nakashipara,Rautari,Community,"Construction of community hall with toilet block at Rautari under MPLADS, Ward No. 13, Nakashipara block, Malda district",30.6,2023,Completed,False,
MPLAD-2025-100608,MP_38,Nadia,Nakashipara,Mamjoan,Community,"Renovation of crematorium boundary wall at Mamjoan under MPLADS, Ward No. 13, Nakashipara block, Nadia district",40.11,2025,Completed,False,
MPLAD-2022-100143,MP_16,Bankura,Kaliganj,Nokari,Education,"Supply of benches and desks to Nokari High School under MPLADS under MPLADS, Ward No. 11, Kaliganj block, Bankura district",41.6,2022,Completed,False,
MPLAD-2021-100751,MP_23,Bankura,Karimpur-II,Mamjoan,Education,"Supply of benches and desks to Mamjoan High School under MPLADS under MPLADS, Ward No. 13, Karimpur-II block, Bankura district",8.24,2021,Ongoing,False,
MPLAD-2020-100981,MP_23,Nadia,Krishnanagar-II,Aistala,Electrification,"Providing LED high mast lighting at Aistala market area under MPLADS, Ward No. 17, Krishnanagar-II block, Nadia district",20.55,2020,Completed,False,
MPLAD-2020-100197,MP_39,Bankura,Haringhata,Mamjoan,Education,"Supply of benches and desks to Mamjoan High School under MPLADS under MPLADS, Ward No. 9, Haringhata block, Bankura district",43.2,2020,Completed,False,
MPLAD-2020-100883,MP_29,Purulia,Santipur,Debagram,Irrigation,"Re-excavation of village pond for irrigation at Debagram under MPLADS, Ward No. 15, Santipur block, Purulia district",32.8,2020,Completed,False,
MPLAD-2025-100279,MP_04,Howrah,Haringhata,Muragachha,Electrification,"Providing LED high mast lighting at Muragachha market area under MPLADS, Ward No. 6, Haringhata block, Howrah district",38.47,2025,Completed,False,
MPLAD-2025-100293,MP_19,Nadia,Ranaghat-I,Mamjoan,Water,"Installation of 5 deep tube wells with submersible pump at Mamjoan under MPLADS, Ward No. 3, Ranaghat-I block, Nadia district",44.04,2025,Completed,False,
MPLAD-2021-101178,MP_16,Hooghly,Kaliganj,Nokari,Health,"Supply of ambulance to Kaliganj Rural Hospital under MPLADS under MPLADS, Ward No. 12, Kaliganj block, Hooghly district",7.52,2021,Ongoing,False,
MPLAD-2020-100400,MP_05,Howrah,Ranaghat-I,Barasat,Education,"Supply of benches and desks to Barasat High School under MPLADS under MPLADS, Ward No. 15, Ranaghat-I block, Howrah district",12.15,2020,Completed,False,
MPLAD-2022-100122,MP_15,Bardhaman,Santipur,Barasat,Water,"Construction of overhead water reservoir of 6000 litre capacity at Barasat under MPLADS, Ward No. 22, Santipur block, Bardhaman district",23.99,2022,Ongoing,False,
MPLAD-2025-100202,MP_36,Hooghly,Hanskhali,Kalinagar,Electrification,"Installation of 4 solar street lights at Kalinagar, Hanskhali under MPLADS, Ward No. 8, Hanskhali block, Hooghly district",43.77,2025,Ongoing,False,
MPLAD-2021-100835,MP_31,Jalpaiguri,Kaliganj,Bhatjangla,Road,"Improvement and metalling of village approach road at Bhatjangla, Kaliganj under MPLADS, Ward No. 22, Kaliganj block, Jalpaiguri district",44.78,2021,Ongoing,False,
MPLAD-2020-100246,MP_14,Malda,Santipur,Jaguli,Sports,"Development of playground with boundary fencing at Jaguli under MPLADS, Ward No. 15, Santipur block, Malda district",39.13,2020,Completed,False,
MPLAD-DUP-200032,MP_36,Howrah,Haringhata,Fatepur,Irrigation,"Re-excavation of village pond for irrigation at Fatepur under MPLADS, Ward No. 17, Haringhata block, Howrah district",55.75,2023,Ongoing,True,MPLAD-2022-101130
MPLAD-DUP-200020,MP_38,Nadia,Kaliganj,Nokari,Water,"Setting up of 7 borewells with submersible pump at Nokari under MPLADS, Ward No. 22, Kaliganj block, Nadia district",44.06,2022,Completed,True,MPLAD-2021-100744
MPLAD-2025-100384,MP_35,Bardhaman,Krishnanagar-II,Barasat,Water,"Installation of 4 deep tube wells with submersible pump at Barasat under MPLADS, Ward No. 4, Krishnanagar-II block, Bardhaman district",44.43,2025,Ongoing,False,
MPLAD-2019-100854,MP_33,Hooghly,Ranaghat-I,Aistala,Community,"Renovation of crematorium boundary wall at Aistala under MPLADS, Ward No. 22, Ranaghat-I block, Hooghly district",16.14,2019,Ongoing,False,
MPLAD-2021-100219,MP_30,Malda,Haringhata,Nokari,Community,"Renovation of crematorium boundary wall at Nokari under MPLADS, Ward No. 11, Haringhata block, Malda district",36.96,2021,Completed,False,
MPLAD-2023-100641,MP_34,Hooghly,Kaliganj,Dhantala,Water,"Installation of 8 deep tube wells with submersible pump at Dhantala under MPLADS, Ward No. 19, Kaliganj block, Hooghly district",44.83,2023,Completed,False,
MPLAD-2020-100001,MP_37,Malda,Nakashipara,Nokari,Electrification,"Providing LED high mast lighting at Nokari market area under MPLADS, Ward No. 21, Nakashipara block, Malda district",29.51,2020,Ongoing,False,
MPLAD-2019-100112,MP_32,Howrah,Ranaghat-I,Panchberia,Sports,"Development of playground with boundary fencing at Panchberia under MPLADS, Ward No. 18, Ranaghat-I block, Howrah district",27.63,2019,Completed,False,
MPLAD-2024-100698,MP_09,Hooghly,Haringhata,Subarnapur,Community,"Renovation of crematorium boundary wall at Subarnapur under MPLADS, Ward No. 21, Haringhata block, Hooghly district",13.7,2024,Completed,False,
MPLAD-DUP-200039,MP_36,Howrah,Krishnanagar-II,Bhatjangla,Water,"Setting up of 1 borewells with submersible pump at Bhatjangla under MPLADS, Ward No. 7, Krishnanagar-II block, Howrah district",36.01,2025,Completed,True,MPLAD-2025-101070
MPLAD-2025-100951,MP_35,Howrah,Nakashipara,Kalinagar,Community,"Construction of community hall with toilet block at Kalinagar under MPLADS, Ward No. 7, Nakashipara block, Howrah district",7.41,2025,Ongoing,False,
MPLAD-2020-101142,MP_10,Nadia,Haringhata,Panchberia,Health,"Supply of ambulance to Haringhata Rural Hospital under MPLADS under MPLADS, Ward No. 9, Haringhata block, Nadia district",42.92,2020,Completed,False,
MPLAD-2025-101168,MP_10,Birbhum,Chakdaha,Jaguli,Electrification,"Providing LED high mast lighting at Jaguli market area under MPLADS, Ward No. 18, Chakdaha block, Birbhum district",34.36,2025,Completed,False,
MPLAD-2019-100441,MP_36,Bankura,Kaliganj,Jaguli,Health,"Construction of waiting shed at Jaguli Sub-Centre under MPLADS, Ward No. 20, Kaliganj block, Bankura district",38.49,2019,Sanctioned,False,
MPLAD-2021-101136,MP_15,Jalpaiguri,Ranaghat-I,Bahirgachi,Education,"Construction of additional classroom block at Bahirgachi Primary School under MPLADS, Ward No. 15, Ranaghat-I block, Jalpaiguri district",12.65,2021,Completed,False,
MPLAD-2024-100663,MP_39,Nadia,Ranaghat-I,Barasat,Road,"Improvement and metalling of village approach road at Barasat, Ranaghat-I under MPLADS, Ward No. 11, Ranaghat-I block, Nadia district",41.45,2024,Completed,False,
MPLAD-2021-101185,MP_14,Bankura,Karimpur-II,Subarnapur,Community,"Construction of community hall with toilet block at Subarnapur under MPLADS, Ward No. 2, Karimpur-II block, Bankura district",32.16,2021,Completed,False,
MPLAD-2021-100317,MP_08,Murshidabad,Santipur,Panchberia,Education,"Supply of benches and desks to Panchberia High School under MPLADS under MPLADS, Ward No. 17, Santipur block, Murshidabad district",40.58,2021,Completed,False,
MPLAD-2023-100648,MP_02,Birbhum,Krishnanagar-II,Debagram,Road,"Construction of 383 m concrete road from Panchberia to Muragachha at Debagram under MPLADS, Ward No. 17, Krishnanagar-II block, Birbhum district",2.79,2023,Sanctioned,False,
MPLAD-2021-100709,MP_13,Bardhaman,Chakdaha,Rautari,Sanitation,"Construction of 1 community sanitary complex at Rautari under MPLADS, Ward No. 9, Chakdaha block, Bardhaman district",2.86,2021,Ongoing,False,
MPLAD-2025-100972,MP_17,Jalpaiguri,Chakdaha,Kalinagar,Road,"Construction of 1018 m concrete road from Bhatjangla to Subarnapur at Kalinagar under MPLADS, Ward No. 19, Chakdaha block, Jalpaiguri district",35.78,2025,Completed,False,
MPLAD-2023-100627,MP_26,Purulia,Nakashipara,Rautari,Water,"Installation of 3 deep tube wells with submersible pump at Rautari under MPLADS, Ward No. 3, Nakashipara block, Purulia district",17.13,2023,Completed,False,
MPLAD-2021-100632,MP_10,Purulia,Chakdaha,Panchberia,Education,"Supply of benches and desks to Panchberia High School under MPLADS under MPLADS, Ward No. 14, Chakdaha block, Purulia district",2.8,2021,Completed,False,
MPLAD-DUP-200064,MP_10,Bankura,Haringhata,Panchberia,Electrification,"Providing LED high mast lighting at Panchberia market area under MPLADS, Ward No. 13, Haringhata block, Bankura district",38.16,2025,Completed,True,MPLAD-2024-100649
MPLAD-2025-101196,MP_29,Bardhaman,Karimpur-II,Mamjoan,Education,"Construction of additional classroom block at Mamjoan Primary School under MPLADS, Ward No. 7, Karimpur-II block, Bardhaman district",37.88,2025,Completed,False,
MPLAD-2023-100795,MP_35,Bardhaman,Tehatta-I,Aistala,Community,"Construction of community hall with toilet block at Aistala under MPLADS, Ward No. 21, Tehatta-I block, Bardhaman district",7.94,2023,Completed,False,
MPLAD-2020-100645,MP_10,Murshidabad,Tehatta-I,Mamjoan,Water,"Construction of overhead water reservoir of 5000 litre capacity at Mamjoan under MPLADS, Ward No. 21, Tehatta-I block, Murshidabad district",5.19,2020,Completed,False,
MPLAD-2023-101012,MP_08,Birbhum,Kaliganj,Kalinagar,Irrigation,"Re-excavation of village pond for irrigation at Kalinagar under MPLADS, Ward No. 5, Kaliganj block, Birbhum district",15.77,2023,Completed,False,
MPLAD-2022-100556,MP_13,Purulia,Kaliganj,Barasat,Health,"Supply of ambulance to Kaliganj Rural Hospital under MPLADS under MPLADS, Ward No. 21, Kaliganj block, Purulia district",18.9,2022,Completed,False,
MPLAD-2021-100681,MP_16,Purulia,Kaliganj,Rautari,Road,"Improvement and metalling of village approach road at Rautari, Kaliganj under MPLADS, Ward No. 14, Kaliganj block, Purulia district",1.69,2021,Completed,False,
MPLAD-2022-100577,MP_37,Jalpaiguri,Karimpur-II,Mamjoan,Road,"Construction of 1393 m concrete road from Fatepur to Subarnapur at Mamjoan under MPLADS, Ward No. 13, Karimpur-II block, Jalpaiguri district",22.4,2022,Completed,False,
MPLAD-2022-101109,MP_15,Bardhaman,Krishnanagar-II,Aistala,Electrification,"Providing LED high mast lighting at Aistala market area under MPLADS, Ward No. 8, Krishnanagar-II block, Bardhaman district",44.03,2022,Ongoing,False,
MPLAD-2025-100524,MP_12,Murshidabad,Haringhata,Jaguli,Irrigation,"Re-excavation of village pond for irrigation at Jaguli under MPLADS, Ward No. 22, Haringhata block, Murshidabad district",16.54,2025,Ongoing,False,
MPLAD-2021-101059,MP_35,Purulia,Tehatta-I,Aistala,Water,"Installation of 4 deep tube wells with submersible pump at Aistala under MPLADS, Ward No. 9, Tehatta-I block, Purulia district",21.57,2021,Completed,False,
MPLAD-2020-100540,MP_21,Nadia,Krishnanagar-II,Debagram,Electrification,"Installation of 4 solar street lights at Debagram, Krishnanagar-II under MPLADS, Ward No. 7, Krishnanagar-II block, Nadia district",41.86,2020,Sanctioned,False,
MPLAD-2025-100748,MP_06,Hooghly,Santipur,Nokari,Electrification,"Providing LED high mast lighting at Nokari market area under MPLADS, Ward No. 17, Santipur block, Hooghly district",14.26,2025,Completed,False,
